video_id,task,text,gold_label,prediction
00843,Video-driven Audio Hallucination,Is the engine making sound in the audio?,Yes,"Yes, the engine is making sound in the audio."
00843,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00843,AV Captioning,Describe what you see and hear in a single sentence.,The idling engine hums softly as the car with its engine exposed reveals a complex network of parts under the hood.,"A man is standing next to a car with the hood open, and the engine is running."
00958,Video-driven Audio Hallucination,Is the fighting flight making sound in the audio?,Yes,"Yes, the fighting flight is making sound in the audio."
00958,Audio-driven Video Hallucination,Is the fighting flight visible in the video?,Yes,"Yes, the fighting flight is visible in the video."
00958,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00958,AV Captioning,Describe what you see and hear in a single sentence.,"The city streets were chaos as gunshots rang out, followed by a deafening explosion, captured from inside a vehicle amidst the urban mayhem.",A video game with a helicopter flying over a city with buildings and cars.
02087,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00187,Video-driven Audio Hallucination,Is the sheep making sound in the audio?,Yes,"Yes, the sheep is making sound in the audio."
00187,Audio-driven Video Hallucination,Is the sheep visible in the video?,Yes,"Yes, the sheep is visible in the video."
00187,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00187,AV Captioning,Describe what you see and hear in a single sentence.,"In a large field of green grass, a man yells as a sheep talks, accompanied by the sound of wind and a distant helicopter, while a herd of horses and sheep graze peacefully in the background.",A group of sheep grazing in a field with a fence in the background.
01146,Video-driven Audio Hallucination,Is the vehicle making sound in the audio?,Yes,"Yes, the vehicle is making sound in the audio."
01146,Audio-driven Video Hallucination,Is the vehicle visible in the video?,Yes,"Yes, the vehicle is visible in the video."
01146,Audio-driven Video Hallucination,Is the leaves visible in the video?,Yes,"No, the leaves are not visible in the video."
01146,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01146,AV Captioning,Describe what you see and hear in a single sentence.,"As a black car accelerates down an empty street on an overcast day, gusts of wind blow and leaves rustle in the distance.",A car drives down a road with a blue sky and trees in the background.
00770,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00957,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00909,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02201,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01027,Video-driven Audio Hallucination,Is the clock making sound in the audio?,Yes,"Yes, the clock is making sound in the audio."
01027,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01027,AV Captioning,Describe what you see and hear in a single sentence.,"In a room filled with antique decor, the low ticktock sounds are accompanied by objects gently moving, creating a serene atmosphere.",A clock with a wooden frame and a glass dial is displayed on a wooden table with a candle and a clock in the background.
01862,Video-driven Audio Hallucination,Is the sheep making sound in the audio?,Yes,"Yes, the sheep is making sound in the audio."
01862,Audio-driven Video Hallucination,Is the sheep visible in the video?,Yes,"Yes, the sheep is visible in the video."
01862,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01862,AV Captioning,Describe what you see and hear in a single sentence.,"A gray sheep was walking on the grass, and the voice of a child was heard.","A goat with a long beard and horns is seen with its mouth open, looking at the camera."
00603,Video-driven Audio Hallucination,Is the boat engine making sound in the audio?,Yes,"Yes, the boat engine is making sound in the audio."
00603,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
00603,Audio-driven Video Hallucination,Is the boat engine visible in the video?,Yes,"Yes, the boat engine is visible in the video."
00603,Audio-driven Video Hallucination,Is the water visible in the video?,Yes,"Yes, the water is visible in the video."
00603,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00603,AV Captioning,Describe what you see and hear in a single sentence.,"A large white powerful engine hums in the water as wind blows, while a man stands on the dock nearby.",A white boat with a red flag is seen on the water.
02100,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02100,AV Captioning,Describe what you see and hear in a single sentence.,"The sky is covered with full of clouds, and there is a birds chirping sound .","A man is standing in front of a cornfield with a camera, looking up at the sky with a pair of binoculars."
01129,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching. The audio is a sound of a fire truck, but the visual is a video of a man walking on a street with a fire truck in the background."
00303,Video-driven Audio Hallucination,Is the guitar making sound in the audio?,Yes,"Yes, the guitar is making sound in the audio."
00303,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
